Id,SalePrice
2658,144707.84269103545
2718,170426.68583079855
2414,210501.51158417837
1989,120597.8997319069
625,177637.1363652357
333,79890.81871422043
1327,104091.08884610474
858,168550.5052479718
95,161690.3141478008
1568,169149.87258721457
2482,150238.20641326145
1364,122045.56939717973
2584,150286.39453150812
818,223840.23318642422
2673,160658.76586211426
2089,101741.20145725869
1297,161269.81755373292
790,113118.05919041493
2616,169088.91844752897
720,212138.24739951058
222,164461.2424778773
557,135257.8554756974
1148,168480.460029918
2766,167558.22590322513
534,192027.55203102768
1452,135417.9048052546
630,119732.34855101531
2648,127966.14402106669
125,159561.6056300636
1904,51776.27498100797
1670,117549.71258070128
756,105311.2438252062
717,230257.28304362966
1032,161336.52133890375
852,230343.3788546445
1731,162611.58852891668
2639,133237.10750704532
2071,92203.50218361858
1267,132344.09276334653
1851,208813.30958934705
567,146218.327993579
2439,218428.99583780047
1898,155960.82433721772
647,163812.97899258882
2256,206343.75263594178
979,89819.18233356674
1444,223550.19185232488
2485,126244.08407424777
157,125157.57537915334
88,120195.62213084375
2003,103888.99888472978
186,190861.96084341197
1425,246599.47265406174
2695,127056.50275704786
738,114894.67982800008
395,162453.1513771645
1353,163540.82529493808
1878,147604.81393526084
390,155751.63511837955
1456,234400.63921151822
1103,313139.60921531124
1387,120318.958489517
2070,155601.61723195974
1199,167203.20787175823
2479,190633.97941083438
501,323440.9119510165
2362,91058.94041480531
1718,231803.11758758963
2188,87829.12563883202
1483,145194.33021830808
2557,87444.59715435145
437,345403.7145671184
2224,190983.8144049792
1628,181938.10333462988
397,149574.30073112878
587,197336.3657389074
971,147951.70674446822
2611,133769.3136538138
1887,107288.8210555857
2399,365561.1043889783
2148,215357.7836417382
304,108798.04999478429
1997,139568.0852202446
2817,116422.35345658746
1431,203445.741194897
427,363444.4004434162
263,132935.91824949012
598,172917.0787153533
2895,247745.76747591095
687,138226.54583347903
1822,147016.20036750069
2191,97566.9270702185
179,117304.08526675834
1009,265027.0765762484
2010,129295.87706607918
1991,144382.4260485855
1411,165219.4907171659
1721,259330.40362166372
1144,199709.37444062353
593,206372.77586808533
575,310007.08358734666
1249,166034.26123434198
1604,125001.54491083557
1064,408930.2988636082
1923,161014.98909326308
1988,121770.38776673362
2325,177232.83370168394
114,180123.56729640966
2700,166364.9735340213
217,118124.21810098387
343,176569.0837133503
386,239235.8656643104
2005,128695.13621845789
2908,136072.02071248976
1814,214314.53907077282
2446,411715.8535312419
208,158739.64947462335
1679,99192.07148191909
822,313772.9178904896
6,194744.5175513669
1781,345148.51768281264
2397,323307.42038895725
2340,313610.767128356
1618,163815.20289620833
2843,189519.42629321397
1061,355782.5322520578
2786,131880.98661235225
1935,143547.95431237284
1341,140854.4337523549
521,266280.5728800214
2136,150493.50651826005
996,182871.05890094658
227,145319.31422245066
135,176244.07683508913
1167,151420.95950069872
294,240805.80327342666
1776,207848.8718971685
540,181249.2684470208
1717,231803.11758758963
2303,135821.19540491243
116,181838.68319488518
127,142152.4897210559
1371,131852.145359387
1014,156814.4430835835
1507,111128.57745887723
702,144656.54603134523
750,146085.50978545172
261,165726.49222266572
1559,66697.883620058
577,219610.86485627267
2812,196561.48666830972
2080,146567.6253923487
1368,113464.27420871425
2376,114762.90525143658
659,125480.46324980311
1235,139803.1304855059
332,59218.98616505985
1917,141453.34200901788
2094,244065.31191534712
1460,248467.9135618746
1471,210468.45431554047
1509,113063.86522653105
1922,133959.98804539294
433,412271.99115272705
460,286557.451697786
1116,253399.0284850091
1137,172156.61673780758
53,164469.90158645745
2354,262416.44757349236
1475,213561.01784825049
1761,411896.2785027965
842,144830.09418220387
2739,167878.6167086557
2509,147142.04384135947
1007,203352.24683656596
2610,174944.3891173632
1952,93116.27038293885
2719,168282.383978686
2921,77652.58594907323
1966,130783.11170665958
292,120036.44828856221
1204,192678.2446079991
1829,246000.235060453
2419,187111.02909070207
391,157174.9257899065
798,100084.84295309735
481,216466.0636003145
193,218373.33964789982
555,114853.9648202658
899,56838.281881150586
2357,184530.0814935614
328,111703.74476492943
1356,107461.21620524688
1154,119379.76576035994
1730,197051.54884957828
2249,159591.4389656264
1119,268252.7032307591
2856,127983.73064061793
1394,120830.49020468294
2587,136631.19008726274
61,305078.16212747735
2661,175439.82251621876
2711,132689.62553754912
1147,198128.84051831585
757,127437.72227800211
2623,91849.81916470127
2378,142266.62503757596
1413,150441.30825459832
1722,249924.0316791248
1112,234419.98547008037
1623,181043.52775846812
1201,210867.89612739038
1513,130435.22583754253
957,242071.11769339087
1171,232584.7300763775
1145,202975.59386806667
2726,230839.59916604345
703,156217.23761410877
760,118241.91601868704
1964,152891.7187696644
2512,179200.6617565162
159,121767.24732739471
1281,173205.45004753172
468,189088.25713300434
290,127679.60904506838
665,104084.83889477343
1463,250380.84093757786
1792,213859.52009974947
923,145476.42695356373
500,305549.8806365207
1408,147389.0710949347
331,92041.15414963597
170,166975.9844085144
2192,100448.19557437242
2571,266979.65275453025
2314,166076.1259452008
2647,94110.18400185472
422,404668.3276056334
2457,314412.7145894662
