Id,SalePrice
2658,138788.0
2718,164856.0
2414,209172.0
1989,119836.0
625,175820.0
333,78000.0
1327,103788.0
858,169328.0
95,158572.0
1568,169260.0
2482,142132.0
1364,121008.0
2584,148912.0
818,212532.0
2673,155792.0
2089,100532.0
1297,154940.0
790,112288.0
2616,167164.0
720,209460.0
222,162404.0
557,134228.0
1148,159044.0
2766,175676.0
534,191076.0
1452,136964.0
630,121460.0
2648,128236.0
125,162076.0
1904,51588.0
1670,118276.0
756,95656.0
717,224644.0
1032,161328.0
852,228716.0
1731,163668.0
2639,133876.0
2071,98464.0
1267,129912.0
1851,212888.0
567,144548.0
2439,215944.0
1898,155260.0
647,156420.0
2256,199748.0
979,87404.0
1444,222324.0
2485,137644.0
157,125740.0
88,119660.0
2003,105468.0
186,186908.0
1425,245092.0
2695,127780.0
738,117004.0
395,162240.0
1353,159836.0
1878,147064.0
390,155628.0
1456,232964.0
1103,315524.0
1387,125308.0
2070,153900.0
1199,166972.0
2479,190192.0
501,325476.0
2362,92484.0
1718,229108.0
2188,98716.0
1483,141676.0
2557,83828.0
437,347636.0
2224,191996.0
1628,181428.0
397,148948.0
587,197212.0
971,153700.0
2611,128132.0
1887,113948.0
2399,367588.0
2148,213308.0
304,109964.0
1997,139724.0
2817,117748.0
1431,210184.0
427,363484.0
263,134516.0
598,176228.0
2895,249468.0
687,140268.0
1822,145972.0
2191,102148.0
179,115988.0
1009,264692.0
2010,131060.0
1991,143428.0
1411,162520.0
1721,255528.0
1144,199128.0
593,205444.0
575,315108.0
1249,164476.0
1604,126864.0
1064,410856.0
1923,159504.0
1988,122112.0
2325,176788.0
114,181692.0
2700,160936.0
217,114516.0
343,175108.0
386,242204.0
2005,134612.0
2908,137540.0
1814,213060.0
2446,413588.0
208,155212.0
1679,97020.0
822,311260.0
6,193268.0
1781,342980.0
2397,328332.0
2340,311572.0
1618,164436.0
2843,204992.0
1061,357428.0
2786,133220.0
1935,143612.0
1341,141924.0
521,269176.0
2136,152324.0
996,182552.0
227,143476.0
135,178308.0
1167,150588.0
294,242076.0
1776,208388.0
540,180636.0
1717,229108.0
2303,137584.0
116,181204.0
127,142464.0
1371,132240.0
1014,155512.0
1507,118764.0
702,133572.0
750,145924.0
261,166276.0
1559,59924.0
577,226468.0
2812,196012.0
2080,147068.0
1368,114596.0
2376,118416.0
659,120240.0
1235,139252.0
332,57640.0
1917,141888.0
2094,241484.0
1460,246420.0
1471,209812.0
1509,114892.0
1922,134196.0
433,413316.0
460,281108.0
1116,255228.0
1137,172744.0
53,167532.0
2354,264908.0
1475,213744.0
1761,409996.0
842,146548.0
2739,167312.0
2509,144540.0
1007,201556.0
2610,175644.0
1952,88912.0
2719,162428.0
2921,75716.0
1966,130492.0
292,115828.0
1204,191180.0
1829,251952.0
2419,186060.0
391,156148.0
798,101532.0
481,214828.0
193,215860.0
555,114032.0
899,63600.0
2357,183992.0
328,108980.0
1356,103480.0
1154,118992.0
1730,195436.0
2249,163316.0
1119,268828.0
2856,123588.0
1394,121108.0
2587,137700.0
61,305988.0
2661,177300.0
2711,133260.0
1147,197124.0
757,127860.0
2623,98900.0
2378,146136.0
1413,143092.0
1722,246728.0
1112,234588.0
1623,180672.0
1201,208708.0
1513,121464.0
957,242960.0
1171,227468.0
1145,202292.0
2726,234788.0
703,154100.0
760,120700.0
1964,152816.0
2512,175828.0
159,121200.0
1281,172148.0
468,187876.0
290,121688.0
665,99516.0
1463,247572.0
1792,214188.0
923,147756.0
500,309044.0
1408,146372.0
331,85168.0
170,168516.0
2192,100168.0
2571,277204.0
2314,166304.0
2647,93768.0
422,406924.0
2457,311588.0
1838,188076.0
2805,232740.0
1645,152440.0
1711,322852.0
2825,230396.0
322,317744.0
2103,251768.0
342,113104.0
600,128276.0
488,171268.0
1725,296292.0
2246,228764.0
2847,139900.0
806,236592.0
530,246036.0
963,210732.0
2678,120828.0
171,94512.0
2401,409140.0
805,226708.0
2259,254292.0
1748,203228.0
1361,129244.0
1677,109076.0
1406,150200.0
2322,225416.0
688,152964.0
143,133744.0
804,210140.0
1214,154276.0
2828,115148.0
1999,156692.0
2467,208912.0
2665,144796.0
1538,304388.0
398,119760.0
2822,123060.0
2157,130868.0
1856,215980.0
1269,77888.0
2570,112656.0
2320,225432.0
1517,138220.0
2304,131564.0
1312,98632.0
2012,150172.0
506,278284.0
2865,213200.0
2367,96884.0
554,95772.0
238,133140.0
1954,124892.0
2488,99164.0
2291,61684.0
1969,117856.0
2725,156380.0
1482,141676.0
2763,203028.0
503,284836.0
1584,256260.0
1531,150376.0
2210,195604.0
459,309124.0
556,130308.0
1347,127316.0
1290,64596.0
1388,103808.0
1571,197508.0
2754,209696.0
765,133112.0
2494,121008.0
2870,239252.0
7,261652.0
1114,253372.0
2418,245228.0
291,142324.0
18,378592.0
39,371876.0
1001,292972.0
2442,226180.0
616,109572.0
2680,84576.0
1414,131108.0
289,147508.0
40,283548.0
860,130252.0
409,117448.0
673,145508.0
2427,167468.0
2036,202500.0
2564,147392.0
642,170204.0
1008,179100.0
1908,155396.0
2519,173332.0
1369,94848.0
2855,175108.0
712,112824.0
1943,118724.0
1958,143284.0
107,157792.0
2295,193688.0
704,90024.0
676,155836.0
259,184844.0
93,299092.0
106,253212.0
2315,168936.0
1050,106180.0
1095,214736.0
2709,154340.0
758,133388.0
1496,151868.0
2370,122156.0
2458,280956.0
2733,135784.0
161,253628.0
726,153412.0
845,213768.0
947,240380.0
2232,110140.0
2563,135968.0
2299,4.2401763799886856e+16
211,106924.0
605,154308.0
1478,203616.0
2247,231476.0
2274,192132.0
2869,230468.0
967,225504.0
2656,132908.0
667,190608.0
1042,101316.0
2023,161700.0
2447,371252.0
2055,111660.0
2275,281960.0
2204,206652.0
1563,226884.0
483,241124.0
796,107492.0
1526,167972.0
2042,123748.0
442,359736.0
1693,330156.0
1468,228192.0
1430,208368.0
2605,154580.0
1529,228508.0
335,152628.0
1287,115532.0
