Id,SalePrice
2658,144188.81000506252
2718,168141.08192232373
2414,210037.2860047261
1989,120382.80466537818
625,176913.21171717267
333,78953.72416835997
1327,104015.0275935998
858,169011.85886522764
95,160650.308410256
1568,169583.2524668886
2482,146800.31382982276
1364,121569.97145080447
2584,149833.38727304878
818,222226.66171240836
2673,157763.88634092332
2089,100669.69291435211
1297,157416.9366769266
790,112861.16057739871
2616,168204.3454017283
720,210661.63171773392
222,163571.9003338717
557,134958.9405901496
1148,164474.47779038234
2766,171557.41217817806
534,191451.80537437685
1452,136127.1512958651
630,120301.86354670077
2648,127533.13614376374
125,160974.3939726971
1904,51789.321355686814
1670,118017.30901537814
756,102057.91153125824
717,228701.30072467917
1032,161510.27147674497
852,229598.27298558783
1731,163110.60274253972
2639,133241.8969458687
2071,94342.20466380665
1267,132478.4590559214
1851,210539.46068609034
567,145648.2070838468
2439,217145.13863045824
1898,155524.93174588715
647,160424.0950776744
2256,203886.24726561422
979,88479.28498547422
1444,223164.51122207835
2485,131052.67216571799
157,125516.01342763363
88,120041.25772784313
2003,104786.28198431277
186,190011.97164730637
1425,245800.20807091787
2695,127377.21207736674
738,115782.49268755362
395,162447.00672565156
1353,161729.054661009
1878,147360.41142000034
390,155847.16943742373
1456,233899.6667488957
1103,314359.41235431004
1387,120340.65944558664
2070,154735.46848208987
1199,167324.6794045171
2479,190447.6208541857
501,324289.27301821957
2362,91677.45929658844
1718,230793.35352406942
2188,92349.20251686993
1483,144011.8539345006
2557,85624.49716045195
437,346398.9063074946
2224,191300.6846977824
1628,181845.00020089088
397,149320.72778382467
587,197586.33159652384
971,149788.0836173673
2611,131090.56405801073
1887,109609.06060083868
2399,366463.22963015136
2148,214375.60892709106
304,109337.25661209604
1997,139326.125576599
2817,116639.45098651393
1431,206233.8088384268
427,363418.5383367613
263,133658.3501203722
598,174904.98732688607
2895,248651.28277571336
687,139127.78333700096
1822,146538.97452838268
2191,101697.0961149269
179,114113.81338951962
1009,265086.876512556
2010,130130.48816606663
1991,143460.3075509617
1411,164172.40754165145
1721,257812.70596346096
1144,199468.4763758051
593,206207.38025167037
575,312572.62526610284
1249,165311.90717172367
1604,126194.44212025535
1064,409887.8721313232
1923,160432.31521260666
1988,122188.96045590143
2325,177143.3110852416
114,180810.7335435352
2700,164310.58547153906
217,116762.68150876176
343,175759.89285658376
386,240537.0522789383
2005,131028.4395620206
2908,136847.43554829527
1814,213818.34864596277
2446,412443.0850860784
208,158177.8924949657
1679,98539.98007563686
822,312632.9194508294
6,194128.88021521547
1781,344377.98980633356
2397,325413.91117778065
2340,312772.453937422
1618,164176.95289565774
2843,195378.32109417274
1061,356554.4543232367
2786,132496.6437655356
1935,143513.92877461613
1341,141357.73655287272
521,267361.50078187534
2136,151588.53335067158
996,182769.73442518976
227,144649.3049940504
135,177620.37299042218
1167,151016.58454775874
294,241231.50182273387
1776,208151.82958955073
540,180806.2992502543
1717,230793.35352406942
2303,137129.097895579
116,181718.30202708376
127,142364.47029246428
1371,131912.86189624402
1014,156214.04912190564
1507,113661.60683557802
702,143060.8605189736
750,145515.10046606598
261,166163.35030419825
1559,64048.69502581099
577,222666.37600982672
2812,196316.2235761769
2080,147006.54782863165
1368,113898.33802605743
2376,116739.88812707546
659,123203.22262135909
1235,139542.03397912864
332,58391.18429971744
1917,141784.48841612358
2094,242993.1644767895
1460,247575.55160735868
1471,209996.04783059325
1509,113905.54247311164
1922,133957.00798701233
433,412793.59023671877
460,284298.5475971392
1116,254176.18169670628
1137,172250.81675089264
53,165925.55760724194
2354,263485.1864963012
1475,213599.84973268275
1761,411334.94319706724
842,145499.16326483455
2739,168068.718774566
2509,146193.72590357356
1007,202651.69314565448
2610,175299.22036464093
1952,91419.06458347937
2719,165807.98083822764
2921,76599.6443646733
1966,130656.13272063658
292,118033.5430220977
1204,191985.3234988958
1829,248618.14420892939
2419,186575.13810791002
391,156652.92157841468
798,100750.38673955243
481,215787.62514784135
193,218178.40463695725
555,114562.87112335891
899,59254.22560288258
2357,184307.36659684952
328,110442.71924999966
1356,105583.45970264007
1154,119339.6328563237
1730,196297.04674208642
2249,162175.39019380472
1119,268558.9158534787
2856,126130.57144070441
1394,121171.34128336332
2587,137486.40555891924
61,305724.2984174455
2661,177087.00691385832
2711,133465.46662807444
1147,197678.3067797598
757,127179.80674270605
2623,94439.9350398872
2378,144109.86209382676
1413,147108.95713888024
1722,248634.80117908906
1112,234405.39764641633
1623,180902.82103181726
1201,210057.768399005
1513,127227.03130682209
957,242632.00194175757
1171,230501.49537856248
1145,202703.9839638883
2726,232597.28517304067
703,155579.6644959323
760,119720.41786840037
1964,152849.76798562758
2512,177773.44076447192
159,120911.58288379139
1281,172709.04787901827
468,188694.79462061424
290,125247.8897310835
665,102251.88785226957
1463,249069.1677686851
1792,214085.13215540047
923,146492.44182399326
500,307099.02998065134
1408,146884.63924721343
331,89731.450020524
170,167353.98248449934
2192,100519.45926408179
2571,268606.6506286798
2314,166273.89873917575
2647,94073.56920764636
422,405641.32763035444
2457,313278.5092526097
1838,190739.69110411816
2805,233910.40022778313
1645,152409.450436787
1711,321583.549214025
2825,233144.86961204352
322,318742.5260573212
2103,252295.91436539748
342,112909.61876421135
600,128284.39531613825
488,172035.52620781763
1725,300181.2012713809
2246,230279.55054337016
2847,142566.4963127262
806,237811.1380562262
530,244436.22136925458
963,209416.88251160047
2678,120293.76245210734
171,93359.82320241586
2401,408483.6298448893
805,227728.2030471507
2259,251946.36335206294
1748,203408.60654514248
1361,128774.32374540002
1677,110582.1085010865
1406,150936.1545714842
2322,226871.36764814288
688,153195.1929063023
143,134006.05484720305
804,211065.97465783914
1214,154186.54259807337
2828,121614.67605619141
1999,172362.52107177617
